win,lose,probability
Washington Wizards,Minnesota Timberwolves,0.7309110707526835
Orlando Magic,Sacramento Kings,0.5113406552598325
San Antonio Spurs,Atlanta Hawks,0.6805598574055257
Toronto Raptors,Dallas Mavericks,0.7260097243282979
Los Angeles Clippers,Utah Jazz,0.6854278594003302
Oklahoma City Thunder,Brooklyn Nets,0.9420056922396799
Cleveland Cavaliers,Detroit Pistons,0.7533677671591741
Golden State Warriors,Philadelphia 76ers,0.9935161385396043
Portland Trail Blazers,New Orleans Pelicans,0.7562272862551873
Indiana Pacers,New York Knicks,0.711771458289189
Boston Celtics,Minnesota Timberwolves,0.8368356272979596
Chicago Bulls,Memphis Grizzlies,0.6581543324260195
Detroit Pistons,Utah Jazz,0.552236979229935
Houston Rockets,Los Angeles Lakers,0.9176165603230939
Charlotte Hornets,Indiana Pacers,0.5688323230730803
Los Angeles Clippers,Milwaukee Bucks,0.8303173136275325
Miami Heat,New Orleans Pelicans,0.8143475502821891
Sacramento Kings,Phoenix Suns,0.6968937863790204
San Antonio Spurs,Portland Trail Blazers,0.7101029455084655
Washington Wizards,Dallas Mavericks,0.5311163827797621
Atlanta Hawks,Memphis Grizzlies,0.6600426731751043
Cleveland Cavaliers,Utah Jazz,0.7901937505017868
Los Angeles Clippers,Denver Nuggets,0.7921204774767783
Golden State Warriors,Orlando Magic,0.8774893740566975
New York Knicks,Brooklyn Nets,0.7884803836333797
Oklahoma City Thunder,Toronto Raptors,0.5146402379817454
Boston Celtics,Brooklyn Nets,0.9182583013341968
Toronto Raptors,Detroit Pistons,0.7014966569218288
Milwaukee Bucks,Los Angeles Lakers,0.7879970506925367
Miami Heat,Minnesota Timberwolves,0.8352836015496625
Houston Rockets,New Orleans Pelicans,0.6686228607603721
Dallas Mavericks,Philadelphia 76ers,0.9572444091514788
Orlando Magic,Phoenix Suns,0.722004649776627
Chicago Bulls,Washington Wizards,0.5925545167030071
Atlanta Hawks,Portland Trail Blazers,0.5256758311968219
Chicago Bulls,Utah Jazz,0.6206020328628333
Charlotte Hornets,Washington Wizards,0.5933272197891031
Houston Rockets,Denver Nuggets,0.6210951816528919
Golden State Warriors,Milwaukee Bucks,0.9178885421844085
Cleveland Cavaliers,Los Angeles Clippers,0.6627940663600269
San Antonio Spurs,Memphis Grizzlies,0.8175603095843319
Oklahoma City Thunder,Sacramento Kings,0.8155444108076361
Dallas Mavericks,Brooklyn Nets,0.8525343159903871
Detroit Pistons,Phoenix Suns,0.8490451837639653
Cleveland Cavaliers,Los Angeles Lakers,0.9727889089926064
Miami Heat,Portland Trail Blazers,0.5578339787028846
New Orleans Pelicans,Minnesota Timberwolves,0.5644063025252457
Boston Celtics,Philadelphia 76ers,0.9775301623035826
San Antonio Spurs,Sacramento Kings,0.8581453476410612
Toronto Raptors,Indiana Pacers,0.6748356584807237
Boston Celtics,Washington Wizards,0.6248167310430618
Atlanta Hawks,Charlotte Hornets,0.5070358821159724
Houston Rockets,Denver Nuggets,0.6478433508243667
Indiana Pacers,Utah Jazz,0.5651013362103775
Los Angeles Clippers,New York Knicks,0.8172057784934478
Golden State Warriors,Oklahoma City Thunder,0.677650677622583
Orlando Magic,Philadelphia 76ers,0.9580851979346083
Detroit Pistons,Brooklyn Nets,0.8745999667077309
Golden State Warriors,Dallas Mavericks,0.8418876526738475
Los Angeles Clippers,Los Angeles Lakers,0.9504355888285927
Miami Heat,Phoenix Suns,0.895435824849613
San Antonio Spurs,Minnesota Timberwolves,0.9057600021785251
Memphis Grizzlies,New Orleans Pelicans,0.639089623877328
Portland Trail Blazers,Milwaukee Bucks,0.8042589988172837
Toronto Raptors,Chicago Bulls,0.6166394272379844
Boston Celtics,Indiana Pacers,0.5927349792161548
Chicago Bulls,Detroit Pistons,0.5701996740989475
Cleveland Cavaliers,Denver Nuggets,0.8766032728434253
Oklahoma City Thunder,Philadelphia 76ers,0.9881982636666593
Charlotte Hornets,Orlando Magic,0.7020845439420502
Sacramento Kings,Milwaukee Bucks,0.5986302181692624
Utah Jazz,New York Knicks,0.6838615956370716
Atlanta Hawks,Washington Wizards,0.5964819571767552
Phoenix Suns,Brooklyn Nets,0.5536428881277489
Los Angeles Clippers,Dallas Mavericks,0.6814398713768645
Toronto Raptors,Miami Heat,0.6068420942353383
Portland Trail Blazers,New York Knicks,0.7896440349063192
San Antonio Spurs,Memphis Grizzlies,0.8110082284427755
Boston Celtics,Phoenix Suns,0.8964913070683086
Chicago Bulls,Philadelphia 76ers,0.9809165405194291
Cleveland Cavaliers,Charlotte Hornets,0.7160425450298966
Golden State Warriors,Sacramento Kings,0.8900003371102703
Houston Rockets,New Orleans Pelicans,0.7000772929963472
Indiana Pacers,Denver Nuggets,0.7052071962205181
Minnesota Timberwolves,Los Angeles Lakers,0.759339970998772
Atlanta Hawks,Milwaukee Bucks,0.7781618759342466
Detroit Pistons,Orlando Magic,0.6289469531549312
Washington Wizards,Brooklyn Nets,0.8909116550009821
Cleveland Cavaliers,Washington Wizards,0.7675847296761448
Toronto Raptors,Dallas Mavericks,0.7336883615679196
Los Angeles Clippers,Utah Jazz,0.6809741839212073
Portland Trail Blazers,Minnesota Timberwolves,0.828773382235389
San Antonio Spurs,New York Knicks,0.8842059151406829
Atlanta Hawks,Brooklyn Nets,0.9208658997799831
Miami Heat,Boston Celtics,0.5060856575114072
Charlotte Hornets,Phoenix Suns,0.883554169701265
Denver Nuggets,New Orleans Pelicans,0.5797611468439012
Golden State Warriors,Memphis Grizzlies,0.8516180876526994
Oklahoma City Thunder,Houston Rockets,0.7418490456459895
Indiana Pacers,Philadelphia 76ers,0.9760945528331681
Los Angeles Clippers,Sacramento Kings,0.7798210641710402
Portland Trail Blazers,Los Angeles Lakers,0.9269147124439628
Chicago Bulls,Milwaukee Bucks,0.7753367040998101
Oklahoma City Thunder,Dallas Mavericks,0.7318671092483213
Detroit Pistons,New York Knicks,0.7000026716768251
Memphis Grizzlies,Sacramento Kings,0.5663289377906328
Cleveland Cavaliers,San Antonio Spurs,0.5350484032077726
Toronto Raptors,Orlando Magic,0.7991136117234707
Utah Jazz,New Orleans Pelicans,0.7069709730834244
Atlanta Hawks,Phoenix Suns,0.8826665211116382
Brooklyn Nets,Philadelphia 76ers,0.8474503124611469
Charlotte Hornets,Milwaukee Bucks,0.7922815289879451
Miami Heat,Detroit Pistons,0.6120755187333415
Golden State Warriors,Houston Rockets,0.8486209641999909
Indiana Pacers,Minnesota Timberwolves,0.7782241282303444
Washington Wizards,Los Angeles Lakers,0.906691421845479
Portland Trail Blazers,Denver Nuggets,0.7674254373004744
Boston Celtics,Milwaukee Bucks,0.8132153669774915
Los Angeles Clippers,Washington Wizards,0.6517820893319122
Indiana Pacers,Memphis Grizzlies,0.5916971422780649
Dallas Mavericks,New Orleans Pelicans,0.6805258649331327
Miami Heat,New York Knicks,0.7864453136902594
Oklahoma City Thunder,Orlando Magic,0.7978822575333286
Atlanta Hawks,Philadelphia 76ers,0.9740176803047309
Utah Jazz,Sacramento Kings,0.6058413114662586
Golden State Warriors,San Antonio Spurs,0.6057477577096133
Toronto Raptors,Charlotte Hornets,0.6123708179228597
Cleveland Cavaliers,Chicago Bulls,0.7194870327835841
Detroit Pistons,Brooklyn Nets,0.8969120263751293
Minnesota Timberwolves,Los Angeles Lakers,0.8239395690466264
Los Angeles Clippers,Phoenix Suns,0.8956733592981682
Portland Trail Blazers,Houston Rockets,0.6492926253373585
Boston Celtics,Orlando Magic,0.7361218841268216
Charlotte Hornets,Denver Nuggets,0.7538838246344142
Cleveland Cavaliers,Philadelphia 76ers,0.9916213520467371
Golden State Warriors,Houston Rockets,0.8343534383111023
Dallas Mavericks,Memphis Grizzlies,0.5316210917243305
Miami Heat,New York Knicks,0.7972780856896676
Detroit Pistons,Milwaukee Bucks,0.7165011914960531
Sacramento Kings,New Orleans Pelicans,0.556759099009293
San Antonio Spurs,Oklahoma City Thunder,0.6022801275866696
Toronto Raptors,Indiana Pacers,0.6748356584807237
Washington Wizards,Utah Jazz,0.5247479152223712
Orlando Magic,Brooklyn Nets,0.7938556750351894
Atlanta Hawks,Chicago Bulls,0.5112852760515945
Los Angeles Clippers,Los Angeles Lakers,0.9596664287902957
Sacramento Kings,Minnesota Timberwolves,0.5894053751665513
Portland Trail Blazers,Phoenix Suns,0.8909927862038125
Atlanta Hawks,Brooklyn Nets,0.9063679272235354
Cleveland Cavaliers,Indiana Pacers,0.7426834059575415
Golden State Warriors,Washington Wizards,0.8104600817284733
Memphis Grizzlies,Los Angeles Lakers,0.8786325257905038
Miami Heat,Denver Nuggets,0.7756367191504913
Dallas Mavericks,Milwaukee Bucks,0.6768935629396127
Chicago Bulls,New Orleans Pelicans,0.778224915376721
Boston Celtics,New York Knicks,0.7898410114476835
Oklahoma City Thunder,Charlotte Hornets,0.6085198979037759
Houston Rockets,Phoenix Suns,0.7869258068860224
San Antonio Spurs,Utah Jazz,0.7847557292534475
Toronto Raptors,Philadelphia 76ers,0.9883856391014453
Cleveland Cavaliers,Orlando Magic,0.8469125067259308
Golden State Warriors,Minnesota Timberwolves,0.9294209393340296
Toronto Raptors,Indiana Pacers,0.6904568803001845
Denver Nuggets,New Orleans Pelicans,0.5309762558937083
Chicago Bulls,New York Knicks,0.7611206303801771
Oklahoma City Thunder,Milwaukee Bucks,0.8593257355361291
Brooklyn Nets,Philadelphia 76ers,0.7564102000034598
Dallas Mavericks,Sacramento Kings,0.6110346067706631
San Antonio Spurs,Memphis Grizzlies,0.8110082284427755
Portland Trail Blazers,Utah Jazz,0.5903510931270585
Charlotte Hornets,Washington Wizards,0.5968976990754069
Cleveland Cavaliers,Boston Celtics,0.6883911689096913
Miami Heat,Charlotte Hornets,0.5390827146770008
Toronto Raptors,Detroit Pistons,0.7014966569218288
Houston Rockets,Denver Nuggets,0.6478433508243667
Los Angeles Clippers,Dallas Mavericks,0.676219880075695
Oklahoma City Thunder,Memphis Grizzlies,0.7612785425553772
Golden State Warriors,Phoenix Suns,0.9552974837996938
San Antonio Spurs,Los Angeles Lakers,0.9759845222901922
Boston Celtics,Atlanta Hawks,0.5462639364902259
Indiana Pacers,Milwaukee Bucks,0.7486673589689075
Washington Wizards,New York Knicks,0.6833570436007417
Orlando Magic,Brooklyn Nets,0.8369078357004748
Chicago Bulls,Philadelphia 76ers,0.9736021738285782
Portland Trail Blazers,Minnesota Timberwolves,0.828773382235389
Cleveland Cavaliers,Atlanta Hawks,0.6875823276229461
San Antonio Spurs,Dallas Mavericks,0.7931993615811057
Denver Nuggets,New Orleans Pelicans,0.5797611468439012
Detroit Pistons,Houston Rockets,0.5523555136592224
Sacramento Kings,Los Angeles Lakers,0.8370101166731324
Memphis Grizzlies,New York Knicks,0.6534916500960373
Oklahoma City Thunder,Phoenix Suns,0.9163508845220121
Toronto Raptors,Miami Heat,0.5818837996898847
Utah Jazz,Minnesota Timberwolves,0.736091733897343
Chicago Bulls,Brooklyn Nets,0.9049761167649075
Boston Celtics,Charlotte Hornets,0.544131737038917
Golden State Warriors,New Orleans Pelicans,0.919293994640437
Indiana Pacers,Orlando Magic,0.6420779436189772
Milwaukee Bucks,Philadelphia 76ers,0.9052641800957995
Portland Trail Blazers,Utah Jazz,0.6418731786333381
San Antonio Spurs,Los Angeles Clippers,0.6183312470547645
Miami Heat,Washington Wizards,0.6269917442432023
Cleveland Cavaliers,Atlanta Hawks,0.7177877049454178
Oklahoma City Thunder,Denver Nuggets,0.8294132086411753
Minnesota Timberwolves,Los Angeles Lakers,0.759339970998772
Detroit Pistons,Memphis Grizzlies,0.5779328215013679
Toronto Raptors,New York Knicks,0.8457984085679777
Dallas Mavericks,Phoenix Suns,0.7958766932714343
Houston Rockets,Sacramento Kings,0.5980716567688857
Boston Celtics,Brooklyn Nets,0.930544019199303
Chicago Bulls,Orlando Magic,0.706116835510661
Detroit Pistons,Washington Wizards,0.5195756383094892
Golden State Warriors,Utah Jazz,0.8298229474498028
Los Angeles Clippers,Houston Rockets,0.687977345833381
Cleveland Cavaliers,Miami Heat,0.6908149500818233
Charlotte Hornets,Milwaukee Bucks,0.7784599563158021
Indiana Pacers,Philadelphia 76ers,0.9661993813070676
San Antonio Spurs,Portland Trail Blazers,0.6924390136956049
Charlotte Hornets,Atlanta Hawks,0.5096168227037104
Dallas Mavericks,Denver Nuggets,0.6594979818678182
New Orleans Pelicans,Los Angeles Lakers,0.7848402763150137
Oklahoma City Thunder,Minnesota Timberwolves,0.8724421708142351
Sacramento Kings,Phoenix Suns,0.7479208820108416
Boston Celtics,Milwaukee Bucks,0.8132153669774915
Chicago Bulls,Brooklyn Nets,0.9202512916238188
Cleveland Cavaliers,Toronto Raptors,0.5651144885515109
Golden State Warriors,Los Angeles Lakers,0.9819345292387706
Houston Rockets,Minnesota Timberwolves,0.7296211289357216
Atlanta Hawks,Indiana Pacers,0.5684085649699068
Los Angeles Clippers,Sacramento Kings,0.7798210641710402
Dallas Mavericks,Memphis Grizzlies,0.5316210917243305
Miami Heat,Washington Wizards,0.6221585523684233
New York Knicks,Philadelphia 76ers,0.9431971577007879
Oklahoma City Thunder,Denver Nuggets,0.8306727210223722
Detroit Pistons,Orlando Magic,0.6289469531549312
Portland Trail Blazers,New Orleans Pelicans,0.8072008546861708
San Antonio Spurs,Utah Jazz,0.7962066727204582
